Dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
23/01/14 ,0.0222983,0.0230239,0.0218035,0.0225074,0.0228314,0.02338,0.0232249,0.315626,4.67521,9.59431,10.1877,10.1563,10.7916,9.35999,9.44574,8.14282,3.86052,0.159505,0.0244539,0.0220414,0.0231908,0.0225719,0.02282,0.0211979
24/01/14 ,0.0227299,0.0220974,0.0232672,0.0221627,0.0239711,0.0221052,0.0225937,0.418387,4.01664,7.60737,9.26793,9.43882,8.14215,4.38967,3.59433,1.53523,0.281944,0.0443821,0.0270272,0.0219294,0.0231084,0.0222386,0.0234127,0.0229458
25/01/14 ,0.0234528,0.0234825,0.0231991,0.0222621,0.0232367,0.0235677,0.0232841,0.0641432,1.15891,3.28673,4.82455,4.44547,7.02356,7.06733,7.16572,5.15988,1.64127,0.193425,0.0236344,0.0226982,0.0233025,0.0225606,0.0231991,0.0229765
26/01/14 ,0.0230445,0.0220475,0.0234053,0.0223847,0.0241966,0.0127422,0.0122845,0.0952935,0.33173,1.73199,2.86142,4.79279,8.11457,10.3253,3.58017,1.34159,0.639877,0.118637,0.0328017,0.0257796,0.025729,0.0255363,0.0254021,0.0256198
27/01/14 ,0.0272314,0.0262753,0.0258725,0.0240339,0.0260801,0.0252959,0.0246375,0.192259,1.24552,2.30955,4.33172,2.85958,2.17341,1.34369,0.807934,0.707672,0.574049,0.102469,0.0306218,0.0259799,0.0266677,0.026136,0.0258034,0.0271134
28/01/14 ,0.022833,0.0231579,0.0238981,0.02164,0.0228567,0.0235474,0.0228472,0.109062,1.42262,4.43838,9.33448,9.22847,5.08671,7.19791,8.25377,3.72496,0.375104,0.109233,0.0297349,0.0222679,0.0230645,0.0240694,0.0227056,0.0225112
29/01/14 ,0.0248884,0.0264721,0.0234039,0.0192218,0.0243625,0.0242207,0.0220696,0.295636,5.33765,9.87184,11.4739,10.2103,10.7671,10.6399,10.2426,7.41753,2.59315,0.210233,0.0272772,0.0226612,0.0233872,0.0234116,0.0233921,0.0228361
30/01/14 ,0.0235054,0.0231894,0.0230511,0.0221849,0.0243248,0.0226384,0.0222746,0.669282,5.21093,9.93591,11.5576,11.1234,12.26,12.5625,10.9316,8.33605,3.71905,0.376934,0.0316152,0.0234227,0.0233466,0.0223533,0.0226011,0.022504
31/01/14 ,0.022998,0.0237197,0.0237003,0.0234226,0.0228306,0.0217932,0.0233234,0.11121,0.846414,1.66776,2.74093,3.28732,2.93466,2.74634,2.39057,1.44299,0.528724,0.0719873,0.0302275,0.0227477,0.0234413,0.0232699,0.0230479,0.0228016
01/02/14 ,0.0233883,0.022916,0.023001,0.0228276,0.0217289,0.0234283,0.0222881,0.436583,3.34502,4.855,6.29181,4.28982,4.6485,3.69646,2.85624,2.32757,1.27585,0.112071,0.0312636,0.023282,0.0233717,0.0223096,0.0240815,0.0229832
02/02/14 ,0.0229225,0.0231783,0.0218154,0.0230532,0.0227164,0.0217326,0.0228135,0.0658063,0.430338,1.04366,1.91615,2.68993,2.35456,2.06337,1.37398,0.818037,0.28812,0.0483042,0.0329009,0.0230643,0.0237497,0.0223528,0.0233671,0.0232719
03/02/14 ,0.0229785,0.0217034,0.0230214,0.0220425,0.0230768,0.0229442,0.0224185,0.117719,0.662266,2.88406,6.10235,4.3714,3.3707,3.84613,2.59687,1.30083,0.435586,0.0951104,0.0333169,0.0222462,0.0226343,0.0227115,0.0242676,0.0236006
04/02/14 ,0.0239676,0.0236278,0.0221398,0.0227623,0.0237153,0.0233885,0.0216504,0.123604,0.823338,2.23002,3.85932,6.10448,7.36063,4.90804,5.04518,4.27793,2.78747,0.410444,0.0326319,0.0226297,0.0238449,0.0229435,0.0219101,0.0243656
05/02/14 ,0.0237963,0.0236114,0.0232611,0.0235766,0.0242506,0.0239923,0.0240679,0.377519,3.70112,8.84103,10.7686,11.2963,12.1922,11.0382,4.87804,6.23448,2.85604,0.19185,0.0358675,0.0232874,0.0219461,0.0222667,0.0233563,0.0240438
06/02/14 ,0.024146,0.0244419,0.0233709,0.0242506,0.0235887,0.0239164,0.023492,0.493554,5.23212,9.33344,9.27405,8.47324,10.4455,8.00716,7.35178,5.92902,3.26292,0.357886,0.0381707,0.0226333,0.0225351,0.0230248,0.0237816,0.0239206
07/02/14 ,0.0229458,0.0231939,0.0169232,0.0119542,0.0231795,0.0243743,0.0229974,0.284997,2.54386,5.75921,9.38775,11.2797,10.0965,10.1331,8.68358,6.22133,4.18903,0.533394,0.0381903,0.0231558,0.0228578,0.0227732,0.0237497,0.0229266
08/02/14 ,0.0229856,0.0239703,0.0231107,0.0241456,0.0233035,0.0235386,0.0230565,1.09351,6.27798,10.02,10.1559,10.2076,10.023,9.82274,9.34731,7.02025,3.65704,0.214454,0.0423767,0.0229864,0.0231172,0.0232024,0.0239901,0.022909
09/02/14 ,0.0238588,0.0235379,0.0248019,0.0235329,0.0239543,0.0225212,0.0243487,0.214291,1.27963,5.42839,9.09954,6.12568,5.81116,5.27352,2.62771,2.35785,1.0162,0.215985,0.0428109,0.0218417,0.0231132,0.0231581,0.0242413,0.0237289
10/02/14 ,0.0242538,0.0238519,0.0233429,0.0238189,0.0240794,0.0237012,0.0218418,1.03667,4.39534,6.37401,8.65895,11.1458,11.5676,10.8178,9.43173,7.64469,3.90224,0.534615,0.0408978,0.0218846,0.0221444,0.0227631,0.0250125,0.0236504
11/02/14 ,0.0248213,0.0238186,0.0229636,0.0232844,0.0229128,0.0175142,0.0232006,0.887254,5.7325,9.47046,10.2476,11.0533,11.4439,12.204,11.9739,9.75316,6.34622,0.832087,0.0443018,0.0236051,0.0242107,0.0233273,0.0241832,0.024547
12/02/14 ,0.0234792,0.0242217,0.0240892,0.0225461,0.0223842,0.0236846,0.02233,0.37089,4.47959,7.4379,10.3925,10.3428,8.96277,7.87648,6.03953,5.1514,3.69969,0.488456,0.0453676,0.0238738,0.0232106,0.0231133,0.023547,0.0239397
13/02/14 ,0.0236031,0.0236076,0.0230937,0.0228486,0.0226847,0.0232916,0.0234357,0.628399,2.63327,3.67154,4.63387,3.37247,4.76212,5.81408,4.10612,1.31991,1.15563,0.166323,0.0454793,0.0225763,0.0221105,0.0227181,0.0237861,0.0231548
14/02/14 ,0.0235081,0.023528,0.02256,0.024125,0.0236866,0.0236322,0.0233653,0.0712631,0.465491,1.80148,2.92587,3.88538,5.20178,3.25247,3.71711,4.58602,3.50182,1.02339,0.045851,0.0215172,0.0236678,0.0231044,0.0241065,0.0236998
15/02/14 ,0.0241252,0.0243072,0.0235998,0.0237128,0.0236584,0.0237654,0.0238161,1.50196,6.92641,10.9997,12.9028,13.8857,14.2159,13.7757,12.2386,9.83575,5.99374,0.94864,0.0467624,0.0241843,0.022714,0.0238831,0.0232487,0.0245286
16/02/14 ,0.0239142,0.0236895,0.0238917,0.0233669,0.0240477,0.022964,0.0218825,1.45595,6.99302,10.8759,12.9263,13.5703,14.2294,13.929,12.8034,10.7571,6.90983,1.11852,0.0477215,0.0234285,0.0228194,0.0231459,0.0231552,0.0242285
17/02/14 ,0.0235858,0.0236316,0.0241023,0.0235853,0.0226442,0.0242084,0.0230699,1.6276,7.43478,10.9525,11.9362,12.53,14.2071,13.3624,12.5239,10.7276,6.95293,1.17168,0.0456641,0.0245808,0.0231384,0.0223891,0.0238521,0.0248964
18/02/14 ,0.024134,0.0246746,0.0253969,0.0247557,0.0242104,0.0249134,0.0241598,1.76843,7.19924,10.5887,12.101,12.7496,13.9057,13.1974,12.2902,10.2046,6.48878,1.08393,0.0293145,0.0219122,0.0233652,0.0237805,0.0243822,0.024265
19/02/14 ,0.0233336,0.023022,0.0238805,0.0239195,0.024845,0.0244376,0.0224345,0.92139,5.58302,8.78859,10.2411,12.0678,12.7182,13.3548,12.7439,10.7216,7.03646,0.972194,0.0461975,0.0236064,0.0232475,0.0233886,0.023021,0.0231544
20/02/14 ,0.0237789,0.0231602,0.0237625,0.0232209,0.0238601,0.023532,0.0222515,0.811156,3.99764,7.23275,10.6859,10.9183,12.0781,12.304,12.1867,10.3701,7.25436,1.36573,0.0462046,0.0227831,0.0231232,0.0240385,0.0238464,0.0229339
21/02/14 ,0.0243837,0.0234563,0.0228726,0.0239936,0.0232904,0.0246259,0.0227667,0.499368,2.01648,4.69389,7.10669,6.78324,4.55008,3.62849,3.55485,2.62267,1.16839,0.162607,0.0475399,0.0221351,0.0247644,0.023091,0.0234392,0.0236905
22/02/14 ,0.0239885,0.023829,0.0242626,0.0229136,0.0237169,0.0237884,0.0240174,0.327933,2.08583,2.93147,8.37403,9.94081,12.1177,11.773,8.64977,8.36568,4.54261,0.883959,0.0476741,0.0229841,0.0241342,0.0238797,0.0233936,0.0233532
23/02/14 ,0.0246458,0.0238385,0.0243278,0.02413,0.02274,0.0231874,0.0225175,1.42631,5.48162,8.48205,10.9521,11.8327,12.7418,10.7165,10.0437,7.19249,3.97994,1.14554,0.0470311,0.0220026,0.024109,0.0240512,0.0233229,0.0232024
24/02/14 ,0.0238956,0.0232075,0.0234585,0.0238208,0.0235077,0.0233077,0.0387936,2.21422,5.93791,5.3196,4.97004,8.52404,7.94402,2.70977,3.70743,2.95178,0.58618,0.140737,0.0303985,0.0444736,0.0218928,0.0240389,0.0234395,0.0228695
25/02/14 ,0.0253602,0.028662,0.028662,0.0239534,0.0232251,0.0233473,0.0239249,0.779695,2.00672,0.916938,0.693449,0.693449,0.693449,0.693449,4.34664,7.2744,4.67929,0.982364,0.0487126,0.0234553,0.024959,0.0240033,0.0244674,0.0242216
26/02/14 ,0.0255683,0.025075,0.0242319,0.0246732,0.0238619,0.0240895,0.0324471,2.2187,7.34866,10.5245,13.2934,13.1725,12.7668,12.6753,11.9353,9.22448,5.27195,1.29039,0.0497572,0.0222747,0.0257197,0.0242548,0.0238977,0.0244435
27/02/14 ,0.0236095,0.0252417,0.0243905,0.0248212,0.0255718,0.0242165,0.0333973,1.94544,7.95211,11.5568,13.4954,13.6653,13.267,12.9698,12.2655,11.4384,7.88524,1.93847,0.0470811,0.0258932,0.0259269,0.0244355,0.0247732,0.0242536
28/02/14 ,0.0237834,0.0247771,0.0233132,0.0249942,0.0241399,0.0236903,0.0271525,0.347191,1.69063,2.52472,3.59538,4.6742,4.97275,4.36645,4.20632,6.22986,3.78032,0.937679,0.045008,0.0254252,0.0240864,0.0240469,0.024521,0.0246099
01/03/14 ,0.0240309,0.0240229,0.0247402,0.0241808,0.0252832,0.0234058,0.0335258,0.310582,1.34949,1.84099,4.93902,1.73902,0.731614,1.23352,1.41597,0.938963,0.742981,0.260332,0.0512213,0.0186511,0.011259,0.0116001,0.0111043,0.0115551
02/03/14 ,0.0121502,0.01149,0.0112395,0.0117495,0.0116308,0.0104666,0.0244498,0.175184,1.26351,1.28496,1.78195,4.33976,5.79879,10.38,8.51521,9.69838,5.9296,0.717728,0.0514675,0.0244082,0.0240554,0.0245922,0.024574,0.0245321
03/03/14 ,0.0240853,0.0246107,0.0237563,0.0243327,0.0242891,0.0232454,0.0312733,0.222885,0.640503,1.00148,1.66367,2.00466,2.53362,2.37279,1.54777,0.890495,0.449921,0.0768693,0.0479984,0.0240005,0.0244342,0.0252102,0.0236984,0.0240685
04/03/14 ,0.0245339,0.0243285,0.0241382,0.0241844,0.0237244,0.0238798,0.0663354,3.0332,7.23213,7.83502,6.70813,8.23184,10.3576,10.2697,9.54584,7.88555,5.95235,1.00522,0.0547392,0.0240168,0.0240008,0.0248885,0.0249249,0.0250735
05/03/14 ,0.0246174,0.0243404,0.0243786,0.0249376,0.0240777,0.024199,0.0377587,0.264052,1.82911,1.56741,1.1317,0.495752,0.473086,0.48994,0.603774,0.497106,1.91123,1.13661,0.0560674,0.0246001,0.0259896,0.0271634,0.0266061,0.0265765
06/03/14 ,0.0244266,0.0234628,0.0244787,0.0243141,0.0245883,0.0243597,0.0599641,3.19122,8.74546,10.4037,10.9675,8.29044,6.30974,10.6194,7.4726,5.5906,3.13303,1.52204,0.0619571,0.0265336,0.0259481,0.0266724,0.0273282,0.0265602
07/03/14 ,0.0268512,0.0272867,0.0271563,0.0263994,0.0271402,0.0285741,0.0441403,0.325166,1.02799,1.57806,1.68169,1.8588,1.5318,1.28786,0.947181,0.706404,0.34619,0.135152,0.0487946,0.0239044,0.026283,0.0270016,0.0250578,0.0244638
08/03/14 ,0.0237516,0.0254769,0.0246323,0.0246728,0.0247729,0.0229503,0.1658,3.55551,8.59769,11.7894,12.74,13.084,12.6432,12.016,11.7847,10.9098,7.46568,2.28368,0.0618728,0.0245176,0.0250582,0.0239111,0.024446,0.0242317
09/03/14 ,0.0251407,0.0243623,0.0246926,0.0248371,0.0247576,0.0211516,0.215753,3.57028,7.12798,10.4723,10.6596,9.66389,8.56799,9.04308,7.66416,3.54853,1.68834,0.805317,0.0564903,0.0282519,0.0259957,0.0255985,0.0242216,0.0241355
10/03/14 ,0.0241445,0.0238208,0.0232235,0.0236634,0.0235933,0.0241681,0.0837347,1.04782,3.37238,6.61967,5.25368,4.46638,6.76706,9.57783,9.8526,8.21723,5.18606,1.27966,0.0534819,0.0233594,0.0252901,0.0250229,0.0259523,0.0244814
11/03/14 ,0.0247155,0.0235224,0.0248642,0.0243348,0.0250496,0.0236265,0.167124,2.12831,3.33774,3.48792,7.69421,9.37471,9.9177,10.297,9.23036,6.08603,3.92903,1.15785,0.0561139,0.0247316,0.0241987,0.0241196,0.0242407,0.0244907
12/03/14 ,0.0250124,0.0236939,0.0228204,0.0232815,0.0245513,0.0253822,0.105442,2.4856,4.59164,8.32512,10.3086,10.753,7.861,10.8685,11.6891,11.3197,8.21608,2.66951,0.0826951,0.0250895,0.0243735,0.0250243,0.023826,0.0235665
13/03/14 ,0.0262561,0.0234553,0.020575,0.0240409,0.0249484,0.0245259,0.194466,3.98907,9.49255,12.5056,14.1677,13.4128,13.5543,13.1642,12.3207,11.5272,8.31346,2.67568,0.101872,0.0244671,0.0239564,0.0236874,0.0239085,0.0238521
14/03/14 ,0.025394,0.023597,0.0243489,0.0248209,0.0238979,0.0241106,0.366665,4.8272,9.83092,12.4488,13.898,13.2183,13.3248,13.0119,12.2003,11.7242,8.74194,3.21593,0.117146,0.0249764,0.0250874,0.0249663,0.0241408,0.0236027
15/03/14 ,0.0241425,0.0245568,0.0237839,0.0241304,0.0239925,0.0236741,0.370924,4.5557,9.10234,11.7418,13.3586,12.7124,12.9143,12.637,11.6363,10.56,7.07128,2.51171,0.0921627,0.0235876,0.0239861,0.0241736,0.0236127,0.0237691
16/03/14 ,0.0234892,0.0216186,0.0244292,0.0243496,0.0237475,0.0228627,0.0505252,0.393983,1.15422,2.59953,4.05125,5.91372,4.19618,2.95777,2.79561,2.14385,1.23964,0.397123,0.0531001,0.0257415,0.0243883,0.0236589,0.0240319,0.0255047
17/03/14 ,0.0241095,0.0241755,0.0246567,0.0242063,0.0250938,0.0241767,0.159423,2.19646,6.48104,7.87185,9.17215,10.2288,9.92449,7.7846,9.06572,9.02242,6.76744,2.24172,0.104665,0.0244857,0.0244512,0.0239478,0.024293,0.0241875
18/03/14 ,0.0247698,0.0241587,0.0245573,0.0240563,0.0233637,0.0241766,0.44296,4.55471,8.59965,11.6986,13.1167,12.5771,12.7943,12.5605,11.7521,11.3577,8.49501,3.30139,0.132119,0.0243735,0.0238427,0.0245994,0.0233208,0.0242304
19/03/14 ,0.0249033,0.0248199,0.0246685,0.0239005,0.0262316,0.0231364,0.587528,5.00117,9.24632,11.6433,12.9352,12.4406,12.5808,12.2159,11.4556,10.7294,8.26639,3.29376,0.159833,0.024556,0.0256737,0.0226892,0.0244085,0.0250833
20/03/14 ,0.0241987,0.0240155,0.0243503,0.02475,0.0252583,0.0234848,0.65197,5.20985,9.41286,11.722,12.9313,12.5714,12.8447,12.565,11.7223,10.2152,8.01809,3.29734,0.133212,0.0250704,0.0233207,0.0238749,0.0247082,0.0248185
21/03/14 ,0.0248476,0.02489,0.0232427,0.0243052,0.0238386,0.0235571,0.718643,5.22473,9.35897,11.7704,12.9188,12.4333,12.5382,12.3026,11.476,10.929,8.35022,3.31642,0.153657,0.0281204,0.02571,0.0235092,0.0233352,0.0240201
22/03/14 ,0.0245987,0.0233905,0.0234831,0.0234641,0.0236014,0.0246355,0.739673,5.24418,9.44169,11.7581,13.3059,14.0988,14.3356,13.9938,13.0654,11.3928,8.57016,3.68542,0.200703,0.0251696,0.0234471,0.0247442,0.0229621,0.0237271
23/03/14 ,0.024292,0.0232599,0.0241064,0.0240763,0.0238725,0.02371,0.776489,5.21505,7.6627,9.92935,12.2633,14.0192,13.4984,13.8086,13.2866,11.2873,8.49187,3.55573,0.197017,0.0256681,0.0239626,0.0248405,0.0247942,0.0247321
24/03/14 ,0.0246408,0.0255563,0.0231042,0.0233777,0.0241809,0.024331,0.703346,4.87411,8.4671,10.7289,12.4382,12.8674,11.8375,11.4196,10.6673,8.49428,5.97539,2.18026,0.174346,0.0256367,0.0239356,0.0243538,0.0235928,0.0242286
25/03/14 ,0.024544,0.0249158,0.0247331,0.0247613,0.0254129,0.0249673,0.121965,1.76228,4.7153,7.89571,5.96791,7.61887,7.26726,13.1161,13.2797,10.3402,7.66399,2.61849,0.0842968,0.0251233,0.025027,0.0273081,0.0249152,0.0254386
26/03/14 ,0.026044,0.0256003,0.0256919,0.0250071,0.0265633,0.0251939,0.489716,2.80333,6.37617,6.46943,7.57482,8.57303,9.85882,8.89173,8.77048,8.17307,6.37518,2.77406,0.137397,0.024701,0.0249633,0.0259379,0.0252195,0.0256946
27/03/14 ,0.0249135,0.0259147,0.0274161,0.0275363,0.0264634,0.023784,0.709217,3.79414,7.53619,10.7063,12.0873,12.3655,12.8973,12.4083,11.7401,9.9866,6.82308,2.31013,0.139702,0.0256273,0.0256952,0.0257246,0.0257539,0.0241136
28/03/14 ,0.025867,0.0248066,0.0253541,0.0255203,0.0247385,0.0256444,0.163817,1.77164,3.37183,3.67495,5.41036,6.59344,6.67364,6.94877,5.47162,3.78154,1.84902,0.873567,0.0752959,0.0239661,0.0255238,0.026929,0.0261595,0.0257176
29/03/14 ,0.0262372,0.0260662,0.0259785,0.0265605,0.0265529,0.0239112,0.979814,5.41405,9.26766,11.8732,13.4997,13.1119,14.5314,14.2873,13.1675,11.1101,7.77977,2.98331,0.142639,0.0251174,0.0253614,0.0250405,0.0260196,0.0255464
30/03/14 ,0.0250324,0.0238692,0.025435,0.0243173,0.0246135,0.0254434,1.04199,5.90963,9.96799,12.4459,13.9073,14.5892,14.1461,12.9357,9.75677,11.1489,8.43205,3.62256,0.121219,0.0248308,0.0251279,0.0260731,0.0252784,nan
31/03/14 ,0.026422,0.0256712,0.0258182,0.0256514,0.025186,0.0245522,0.0247403,1.26387,5.9372,9.49976,11.8331,13.2569,13.6445,13.438,13.0765,12.4676,10.4093,7.05485,3.24925,0.193503,0.0262917,0.0255352,0.0253394,0.0256902
01/04/14 ,0.0246028,0.0263068,0.0271482,0.0263691,0.0291416,0.0251986,0.0248464,1.12085,5.42973,9.30278,11.3366,12.1906,13.0699,13.7067,12.56,12.2786,11.0347,8.06825,3.51571,0.173987,0.0155481,0.0121573,0.0106759,0.0106362
02/04/14 ,0.0102213,0.011219,0.0111012,0.0112774,0.0110452,0.0103777,0.00956886,1.01996,4.93289,8.43617,10.7026,12.6545,13.527,13.7316,13.1887,12.125,10.0447,7.09862,2.81094,0.256747,0.0108973,0.0120753,0.0122548,0.010884
03/04/14 ,0.0106408,0.0105928,0.0104776,0.01153,0.0105019,0.00979025,0.0109246,0.803816,4.58026,8.46451,11.1314,12.7727,13.5373,13.637,13.2406,12.215,10.357,7.52444,3.18888,0.169052,0.0255148,0.0251566,0.026264,0.0266833
04/04/14 ,0.0253964,0.0262169,0.0253275,0.0265655,0.0251489,0.0249826,0.0230745,1.28894,5.6628,8.57337,11.3915,12.8928,13.5275,13.7528,11.2417,11.0418,10.3511,6.35139,1.98929,0.148805,0.0258606,0.0247549,0.0246926,0.0244836
05/04/14 ,0.0257677,0.0259751,0.0264209,0.0254886,0.0252621,0.0258062,0.0243585,0.474838,2.46759,5.0677,6.39872,8.83788,9.39956,10.3299,9.77132,9.25344,8.61689,2.51719,0.917698,0.101479,0.025563,0.0258817,0.024902,0.0249204
06/04/14 ,0.0263899,0.0260991,0.0262111,0.0262179,0.0257508,0.0248642,0.0244992,0.3315,1.35727,3.88684,6.56906,7.5178,8.35084,8.38094,8.24106,8.26148,6.4852,6.05978,2.72065,0.209255,0.0263978,0.0274725,0.0257187,0.0258157
07/04/14 ,0.0245596,0.0263599,0.0257177,0.0247999,0.0246186,0.0248667,0.0466368,0.294595,2.07839,8.78667,10.1882,9.17288,10.6473,10.4489,11.076,10.4547,8.52204,4.33854,1.9531,0.143435,0.035779,0.0248072,0.0251701,0.0249908
08/04/14 ,0.0248197,0.0238547,0.0236386,0.0250053,0.0245918,0.0251353,0.0259365,1.42837,4.28246,8.57436,10.5187,11.0755,11.6548,12.3278,13.4005,12.789,10.806,8.022,3.49678,0.295066,0.0351466,0.0252761,0.0251087,0.0229292
09/04/14 ,0.0233624,0.0240045,0.0240021,0.0250064,0.024954,0.0242871,0.0281678,1.72331,6.4523,10.0476,12.175,13.4254,14.1779,14.2857,13.8307,13.1413,11.3118,8.86858,4.69783,0.494329,0.036575,0.0247888,0.0241529,0.025267
10/04/14 ,0.0240514,0.0253048,0.0246051,0.0240306,0.0226503,0.0236766,0.0403414,2.02823,5.64032,9.12952,10.2165,11.0462,9.74238,8.8298,7.28972,6.93648,7.97884,7.60975,3.39274,0.333424,0.0382332,0.0239424,0.0242388,0.0244832
11/04/14 ,0.0238739,0.0237366,0.0244356,0.0234867,0.0260326,0.0240993,0.0295715,0.840715,1.84479,3.68712,6.94034,9.60479,8.81508,8.36592,10.1924,11.7997,10.6892,8.99237,4.73694,0.445989,0.0362321,0.0237204,0.0242417,0.0231872
12/04/14 ,0.0246362,0.0213931,0.0234133,0.0240615,0.0230575,0.0240887,0.0509342,1.66076,2.4995,7.3437,12.135,13.8881,14.5601,14.6423,13.8788,11.9543,11.3073,9.33209,5.29221,0.628553,0.0416384,0.0247405,0.0244224,0.0252871
13/04/14 ,0.0249636,0.024318,0.0249256,0.0242305,0.0231324,0.0256041,0.0520559,2.27786,7.48656,10.7165,12.6569,13.8272,14.4654,14.5263,13.96,13.118,11.645,8.73872,4.45313,0.287982,0.0383691,0.023985,0.0245363,0.0246734
14/04/14 ,0.0243668,0.0237131,0.0230892,0.0234842,0.0235634,0.0187272,0.044723,1.09526,2.45157,4.70082,5.6081,5.82996,6.16382,5.75262,8.51047,6.69767,2.95258,1.12191,0.494498,0.0793871,0.0437659,0.024162,0.0246147,0.0236558
15/04/14 ,0.0241095,0.0243923,0.0242766,0.0248234,0.0217751,0.0241321,0.0409284,1.37047,6.87031,10.1421,11.758,12.5174,12.5931,11.306,9.44939,8.96977,6.97167,6.51047,4.47665,0.591313,0.0442475,0.0242542,0.0249688,0.0243958
16/04/14 ,0.0236902,0.024448,0.0240517,0.0240285,0.0239582,0.0229426,0.0913194,2.68036,6.48683,8.60421,11.0543,11.2444,13.1009,13.2602,11.4737,9.9067,7.51269,4.40718,1.80613,0.315073,0.0442166,0.0249223,0.0236335,0.0254342
17/04/14 ,0.0239922,0.0249692,0.0243539,0.0231701,0.0251515,0.0229706,0.0377514,2.11861,6.66952,9.87931,11.2098,12.4207,13.8478,13.3616,11.7197,12.6272,10.9395,8.19922,4.17868,0.421633,0.045758,0.0252807,0.0250006,0.0231519
18/04/14 ,0.0252173,0.02489,0.024945,0.023854,0.013223,0.00992931,0.0297352,2.24538,7.48489,9.77377,10.0117,9.96446,9.39062,10.3648,12.5665,10.7938,8.76873,5.50984,2.89671,0.667783,0.0460666,0.0251306,0.0248676,0.0246166
19/04/14 ,0.0254161,0.0238469,0.0232251,0.0230168,0.0240008,0.0245725,0.0773789,1.40234,2.6724,2.34932,3.35301,8.34135,12.2765,10.3514,13.1889,13.1947,11.7848,9.16653,5.14294,0.554147,0.0473897,0.023257,0.0242136,0.0247208
20/04/14 ,0.0241017,0.0245347,0.024404,0.0251354,0.0262222,0.024666,0.0692501,2.40333,7.54251,10.5142,12.1621,13.0679,12.8449,13.9889,14.0998,12.8948,11.2352,6.64444,4.12253,0.572577,0.0483571,0.0250495,0.0234588,0.0254368
21/04/14 ,0.0243421,0.0248075,0.0242885,0.024161,0.0228998,0.0235272,0.207849,2.42293,7.15178,9.67164,10.5511,10.69,11.1233,11.4254,10.5343,5.78388,3.10492,3.83596,1.58041,0.144286,0.0482529,0.0239639,0.0242376,0.0236939
22/04/14 ,0.0246401,0.0244074,0.0243859,0.0258725,0.0244469,0.0228173,0.0416085,0.586674,2.57367,5.2642,10.64,11.5508,11.4229,12.1821,12.7628,12.1364,9.73988,7.1036,2.54281,0.476582,0.0514068,0.0239083,0.0247996,0.0238171
23/04/14 ,0.0231176,0.025699,0.023695,0.0239139,0.0241806,0.0255615,0.0981046,2.57421,6.26589,9.25321,10.6674,11.7528,10.726,8.5787,5.3344,9.78668,9.46447,7.19002,2.62605,0.42414,0.0465367,0.0244327,0.0255546,0.0244692
24/04/14 ,0.0245501,0.0231448,0.0241071,0.0242083,0.0253678,0.0232592,0.0703991,1.77833,5.8361,8.78734,11.0001,12.8771,14.4194,14.5694,13.9794,12.606,7.75601,4.90508,1.90506,0.264346,0.0529137,0.0269105,0.026815,0.0263969
25/04/14 ,0.0265665,0.0261398,0.025843,0.0256068,0.0260182,0.0254971,0.0760044,2.29341,7.31795,10.4494,12.8939,14.1878,13.4005,13.7357,13.7376,12.912,11.1112,9.64481,5.42476,0.742672,0.0535206,0.0260036,0.0259838,0.0261988
26/04/14 ,0.0272454,0.0268377,0.0218351,0.0253274,0.0268648,0.0272905,0.190583,2.67311,6.24329,10.4458,13.2788,13.5237,13.7503,13.7363,13.9581,11.9178,10.8021,9.42141,4.88724,0.715027,0.0533332,0.0264556,0.0260445,0.0257539
27/04/14 ,0.0268725,0.0275888,0.0261437,0.0262168,0.0270778,0.0256025,0.311933,2.58662,5.80246,7.63202,5.27947,4.84752,5.49893,7.52632,6.67587,8.2721,4.25071,2.02132,0.398028,0.049731,0.0552705,0.0272402,0.0265145,0.0263539
28/04/14 ,0.0269396,0.0251576,0.0261543,0.0275799,0.0265818,0.0260799,0.200903,1.81269,6.29669,8.7853,9.02277,9.49845,10.6933,11.4453,11.7,12.0138,9.48639,6.22053,1.67061,0.33417,0.0546999,0.0271792,0.0271591,0.0273963
29/04/14 ,0.0261217,0.0255096,0.027034,0.0267382,0.0271865,0.0271777,0.277945,2.25765,7.4885,11.2034,11.7213,12.0106,11.7707,11.265,12.2297,9.61251,7.91156,6.5958,4.51315,1.12641,0.0530633,0.0252435,0.0267722,0.0263445
30/04/14 ,0.0260398,0.0266711,0.0264427,0.0270139,0.0272295,0.0251601,0.213289,3.49182,6.89235,9.66971,11.2355,11.6696,10.8079,13.0089,14.9165,12.9334,11.2983,9.56122,4.98852,0.622851,0.0551185,0.027164,0.0269524,0.0267562
01/05/14 ,0.0257857,0.0267456,0.0256696,0.0261231,0.0244626,0.02618,0.359379,3.9485,8.00578,8.85293,10.079,10.0624,10.0208,7.79859,7.65165,6.1491,7.19837,5.21443,3.39169,0.903437,0.0551202,0.0270566,0.0268613,0.0248573
02/05/14 ,0.0245569,0.0337081,0.0254776,0.0257874,0.0260861,0.0254,0.411851,4.04197,8.27494,8.73155,12.2536,12.591,10.9472,6.56968,9.65421,10.8267,8.9274,6.95991,4.80203,0.786544,0.0534158,0.0263088,0.027018,0.0265712
